ProblemId,ProblemName,conv0,it0,conv1,it1,relation,isEffective,problem_id,id,size,split,path,rows,cols,nonzeros,posdef,nsym,psym,density,avg_nnz,max_nnz,std_nnz,avg_row_block_count,std_row_block_count,min_row_block_count,max_row_block_count,avg_row_block_size,std_row_block_size,min_row_block_size,max_row_block_size,block_count,nonzeros_relative,avg_nnz_relative,max_nnz_relative,std_nnz_relative,avg_row_block_count_relative,std_row_block_count_relative,min_row_block_count_relative,max_row_block_count_relative,avg_row_block_size_relative,std_row_block_size_relative,min_row_block_size_relative,max_row_block_size_relative,block_count_relative
2208-261-17,JGD_Trefethen/Trefethen_300,1,32,1,52,0.615384615384615,0,2208-261-17,2208,261,17,/home/anna/.ssgetpy/MM/JGD_Trefethen/Trefethen_300/Trefethen_300.mtx,0.08473684210526315,261,0.0017461160565910223,1,1.0,1.0,0.0577942191101128,0.013008334748206122,0.008238928939237899,0.002021409179283746,0.1200511179298447,0.01746926499613923,0.3888888888888889,0.028708133971291867,0.0003299858275464971,0.0016986979780261751,0.0,0.002664890073284477,0.018136628853329326,0.013008334748206122,0.07335981614668638,0.06466526014826092,0.015056013197423732,0.2725388600871555,0.06070760774638527,0.5527703588566761,0.16972974402369376,0.008423968346102277,0.012652371146677546,0.104212535887921,0.01866519097522454,0.13033441355402722
1638-107-970,Bai/tols2000,1,1,1,51,0.0196078431372549,0,1638-107-970,1638,107,970,/home/anna/.ssgetpy/MM/Bai/tols2000/tols2000.mtx,0.0036842105263157894,107,4.659267749480492e-05,0,1.0,1.0,0.0093457943925233,0.000858764406545089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006573510630305762,0.000858764406545089,0.01185217727062254,0.00884897683705323,0.0,0.05731684113223955,0.0,0.1621716573517854,0.03044550197809763,0.0158455562975891,0.0,0.2767118294634554,0.00884897683705323,0.011686242046231362
1911-715-110,TKK/plbuckle,1,633,1,68,9.30882352941176,1,1911-715-110,1911,715,110,/home/anna/.ssgetpy/MM/TKK/plbuckle/plbuckle.mtx,0.3236842105263158,715,0.007441959945384507,1,1.0,1.0,0.0328094283339038,0.020232409346928958,0.013388259526261586,0.0075940037609158306,0.10106832967740487,0.03131344709060346,0.16666666666666666,0.028708133971291867,0.0013519806393390986,0.001130225569544336,0.0,0.0013324450366422385,0.0425525254801793,0.020232409346928958,0.04164040530072042,0.03727967118137631,0.020647193442266173,0.08293826951730855,0.03972224913280342,0.09339672185521819,0.060861684327941985,0.0052834443307315,0.0030729489611105295,0.028109814215844093,0.003696403897005687,0.11157346275981778
754-104-3409,Nasa/barth,1,2,1,51,0.0392156862745098,0,754-104-3409,754,104,3409,/home/anna/.ssgetpy/MM/Nasa/barth/barth.mtx,0.002105263157894737,104,4.881137642312896e-05,0,0.0,0.0,0.0103550295857988,0.0009251207692129873,0.0010298661174047373,0.0004774577271902764,0.0006852512490455213,0.003953708676879953,0.0,0.004784688995215311,1.6756505763834113e-05,0.0001991199339881854,0.0,0.0006662225183211193,0.000676132521974307,0.0009251207692129873,0.0131334505869553,0.02835911580896539,0.008924786746710394,0.06265885306195838,0.03448103714592939,0.16711410698459706,0.09757145174610675,0.01664175465279934,0.0037220110737790873,0.28514508039188124,0.018738909034796747,0.012363485283318055
154-591-13,HB/fs_760_3,1,346,0,198,1.74747474747475,0,154-591-13,154,591,13,/home/anna/.ssgetpy/MM/HB/fs_760_3/fs_760_3.mtx,0.25842105263157894,591,0.0017336913425924077,0,0.0,0.6503918022905365,0.0111915620947031,0.005701768378316883,0.008238928939237899,0.005599139289742785,0.0559115548177785,0.05242217850423789,0.0,0.03827751196172249,0.0001464517610192211,0.0007937588616668496,0.0,0.0013324450366422385,0.021104099366438783,0.005701768378316883,0.014195469419676872,0.02827772658075757,0.018417473399762893,0.05933347896489115,0.08045195053390787,0.02185403483787546,0.09729142661393315,0.0026151016713692465,0.002610942854619799,0.037289314667536336,0.0045771833266296195,0.06694440090122816
1469-126-60,Pajek/Erdos991,1,59,0,0,0.0,0,1469-126-60,1469,126,60,/home/anna/.ssgetpy/MM/Pajek/Erdos991/Erdos991.mtx,0.01368421052631579,126,9.14103958469506e-05,0,1.0,1.0,0.0131015369110607,0.0014201603002274676,0.004634397528321318,0.003664333485324031,0.018113474683103273,0.032423257947658955,0.0,0.0215311004784689,2.7374489614184424e-05,0.0002530071768496745,0.0,0.0006662225183211193,0.0012520972629153832,0.0014201603002274676,0.01662027563271043,0.07890337679705785,0.056535430916427744,0.1266183311722167,0.23339690899441398,0.13633493651994977,0.2714723926380368,0.013743069598953097,0.0039035392999662876,0.23262689868418016,0.015379471748579076,0.01876683800646049
466-154-4489,Grund/meg4,1,15,1,51,0.294117647058824,0,466-154-4489,466,154,4489,/home/anna/.ssgetpy/MM/Grund/meg4/meg4.mtx,0.028421052631578948,154,0.00017483347555193463,0,1.0,1.0,0.0166975881261595,0.002214330101046443,0.001544799176107106,0.0015566617200503203,0.013111733856195686,0.01188061320835914,0.0,0.004784688995215311,0.00020480173711352935,0.0006195866585574179,0.0,0.0006662225183211193,0.002015876593293767,0.002214330101046443,0.021185638094079067,0.025485547551746153,0.01965032716738822,0.08528572598050789,0.06997245798171868,0.10988011231892993,0.06533219464584494,0.01332073028089174,0.007821275741789736,0.1874873044891301,0.012492021519102755,0.02464474900693778
1011-689-1092,Sandia/adder_dcop_28,1,53,0,0,0.0,0,1011-689-1092,1011,689,1092,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_28/adder_dcop_28.mtx,0.31,689,0.0009682402123206127,0,0.0,0.5514018691588785,0.0046005969822274,0.002730514636516941,0.010298661174047374,0.0024295660342068884,0.015738802740468266,0.019755696477771506,0.0,0.045454545454545456,0.0003403304101689084,0.000933280114697738,0.0,0.002664890073284477,0.009972954699121028,0.002730514636516941,0.005827917650017172,0.0299927358272204,0.006854972961535832,0.018620407258436215,0.02600651251927028,0.017441811500421116,0.09819596062578488,0.002662423337702848,0.002633231557289212,0.029760783408464858,0.006759028900926291,0.027122276582094096
1346-293-257,Rajat/rajat19,1,73,0,0,0.0,0,1346-293-257,1346,293,257,/home/anna/.ssgetpy/MM/Rajat/rajat19/rajat19.mtx,0.10157894736842105,293,0.0002986368757524163,0,0.9593908629441624,1.0,0.0078626425467972,0.0019834254884863295,0.03192584963954686,0.006183956317215429,0.009426065817238271,0.016904042090793756,0.0,0.023923444976076555,0.0003126883664858347,0.002178560034152486,0.0,0.01798800799467022,0.003142764129917612,0.0019834254884863295,0.0099692436426037,0.21462339236138456,0.0410293893538115,0.03642176245293803,0.052327735262406826,0.05340402857238714,0.1275073808078059,0.007291103788079171,0.014454336881885353,0.09112274418536796,0.09510956076420393,0.02013984022292669
359-843-7,Boeing/msc01440,1,478,1,65,7.35384615384615,1,359-843-7,359,843,7,/home/anna/.ssgetpy/MM/Boeing/msc01440/msc01440.mtx,0.3910526315789474,843,0.0064515327437806545,1,1.0,1.0,0.0204615780786295,0.01487577855331062,0.021112255406797117,0.012523820420773171,0.05889529912713897,0.03195841872897406,0.05555555555555555,0.02631578947368421,0.001746339478859162,0.003341574415877739,0.0,0.012658227848101266,0.031433901785490694,0.01487577855331062,0.025964206975919408,0.04934554553339742,0.028880553852886005,0.04255685990425281,0.03438481578291692,0.034328523630967875,0.04727515119097009,0.005254247679442986,0.007705837087148503,0.021466768543999273,0.02323518598500132,0.06989327645238538
474-132-453,Gset/G14,1,24,0,0,0.0,0,474-132-453,474,132,453,/home/anna/.ssgetpy/MM/Gset/G14/G14.mtx,0.016842105263157894,132,4.703641728046973e-05,0,1.0,1.0,0.006198347107438,0.0007019220947846018,0.0010298661174047373,0.0009566110533684606,0.00618978123550978,0.008771492757589244,0.0,0.004784688995215311,0.0,0.0,0.0,0.0,0.0006636115493451532,0.0007019220947846018,0.00785633938485142,0.022237166043585353,0.014088271876880934,0.07143062659220055,0.06027102422483664,0.12972123046969436,0.07650847044060251,0.01267442314264616,0.0,0.22134200013541686,0.00707805233883469,0.009551899723291483
1629-1005-135,Bai/rdb1250l,1,248,0,56,4.42857142857143,0,1629-1005-135,1629,1005,135,/home/anna/.ssgetpy/MM/Bai/rdb1250l/rdb1250l.mtx,0.4763157894736842,1005,0.0025927715676394773,0,0.7925619834710744,1.0,0.0057869854706566,0.005013134893176103,0.0025746652935118436,0.0006706878548980134,0.033954824412074515,0.005320440845113928,0.05555555555555555,0.007177033492822967,0.00046745811657050143,0.0012877254220701369,0.0,0.0013324450366422385,0.024265644955300127,0.005013134893176103,0.007334095717485474,0.0054716387969880155,0.0012973305372355527,0.021633487952452138,0.004801650558774834,0.02731736992440726,0.011975208314256998,0.001788819564410654,0.002490883801496615,0.015485238847401455,0.002485067141723687,0.04524426216158909
406-146-7,FIDAP/ex1,0,150,1,67,2.23880597014925,1,406-146-7,406,146,7,/home/anna/.ssgetpy/MM/FIDAP/ex1/ex1.mtx,0.024210526315789474,146,0.0011546109222998324,0,0.9975825946817084,1.0,0.122161756427097,0.01538171791812061,0.02420185375901133,0.013521452854253154,0.12219375240970634,0.07557456305235674,0.05555555555555555,0.06937799043062201,0.0005346220103533999,0.001639087482896686,0.0,0.0073284477015323115,0.010304760473793605,0.01538171791812061,0.15507754512781574,0.3284304969703632,0.18003907088128837,0.4977755267051723,0.46949587725229064,0.24197303589799132,0.7055950079838643,0.018491316321648608,0.02182456210103515,0.1986176153865406,0.08173149585743539,0.1324520086887406
1448-1762-997,Oberwolfach/t2dal_bci,0,1800,1,137,13.1386861313869,1,1448-1762-997,1448,1762,997,/home/anna/.ssgetpy/MM/Oberwolfach/t2dal_bci/t2dal_bci.mtx,0.8747368421052631,1762,0.0068122931895261436,0,1.0,1.0,0.0049454945558975,0.007513079876446894,0.004119464469618949,0.0014207462641584582,0.02634393072758884,0.010612672934835648,0.05555555555555555,0.014354066985645933,0.0015740476366725535,0.0009296629435276178,0.0,0.0013324450366422385,0.03548443643102196,0.007513079876446894,0.006265781946621006,0.004608889096346919,0.0015674975808873618,0.00858691132133444,0.005462958105245767,0.011642930283024207,0.011949937501305945,0.0018553443532965269,0.0010256894223708974,0.002112671347605366,0.0012019600230886121,0.03772231122288845
404-1377-2738,DRIVCAV/cavity25,0,1400,1,310,4.51612903225806,1,404-1377-2738,404,1377,2738,/home/anna/.ssgetpy/MM/DRIVCAV/cavity25/cavity25.mtx,0.6721052631578948,1377,0.01740081195505981,0,0.0,1.0,0.0206821371330748,0.024563310006311182,0.03141091658084449,0.02448895964620892,0.05596401002129793,0.02986061668009754,0.0,0.028708133971291867,0.003673658826587178,0.0083714729693196,0.0,0.013990672884743505,0.04922620389151829,0.024563310006311182,0.026244217456151644,0.04454649351103419,0.034572648912294786,0.023632168052992092,0.019668617116135434,0.004147269188715517,0.030772585107662655,0.00558925566132155,0.011818550074333366,0.00707644272264852,0.015483268979050429,0.06699624310054268
1093-329-135,Sandia/fpga_dcop_39,1,24,1,58,0.413793103448276,0,1093-329-135,1093,329,135,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_39/fpga_dcop_39.mtx,0.12052631578947369,329,0.0003110615897510309,0,0.1657754010695187,0.8021390374331551,0.0064947663085152,0.0018393863983120259,0.001544799176107106,0.0012231790208821344,0.004837721077354802,0.008853869039520177,0.0,0.007177033492822967,0.00047772327447648266,0.0007446592876862866,0.0,0.0006662225183211193,0.0028860841910199582,0.0018393863983120259,0.00823265802229039,0.01166264751701922,0.007227538044361035,0.024471826264813017,0.02440878656238693,0.04655739481649207,0.04012612583213706,0.007370166410847046,0.004400053663410572,0.07944040349034567,0.0055805715017393405,0.01646742834412404
298-152-37,Bai/bwm200,0,200,1,66,3.03030303030303,1,298-152-37,298,152,37,/home/anna/.ssgetpy/MM/Bai/bwm200/bwm200.mtx,0.02736842105263158,152,0.000245831841258304,0,0.7425742574257426,1.0,0.0240650969529085,0.003151551358728,0.001544799176107106,0.0007969169657787936,0.008126839374645126,0.006774467625076129,0.0,0.0023923444976076554,0.0010800091605596268,0.0014562786522859552,0.0,0.0013324450366422385,0.0015901635239025367,0.003151551358728,0.030539049994948747,0.025827482447342093,0.010192148562328484,0.06855747386432362,0.04042412028924669,0.11144651638346469,0.043567868098159754,0.0247009977895625,0.018625037500288693,0.19016004361910133,0.01924523570712139,0.01971810920887354
1541-550-954,Schenk_IBMNA/c-22,1,111,1,51,2.17647058823529,1,1541-550-954,1541,550,954,/home/anna/.ssgetpy/MM/Schenk_IBMNA/c-22/c-22.mtx,0.23684210526315788,550,0.00024316940254431518,0,1.0,1.0,0.0018181818181818,0.000858764406545089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034307465003881503,0.000858764406545089,0.0022955058510579513,0.0013175891310295141,0.0,0.008534325300136385,0.0,0.024166481907630353,0.004533254322364965,0.0023593612162479296,0.0,0.04123501929717603,0.0013175891310295141,0.011686242046231362
190-300-41,HB/lns_511,1,174,1,63,2.76190476190476,1,190-300-41,190,300,41,/home/anna/.ssgetpy/MM/HB/lns_511/lns_511.mtx,0.10526315789473684,300,0.000612360904217436,0,0.0295748613678373,0.767097966728281,0.0153555555555555,0.003969993064167286,0.004119464469618949,0.004266473533471005,0.022607200096288457,0.021089615296999414,0.0,0.009569377990430622,0.0005406906940213096,0.0012319836479798964,0.0,0.0013324450366422385,0.00544036260736734,0.003969993064167286,0.019481862270741352,0.029513540621865675,0.027646748496891894,0.059468251634205334,0.06376118749885427,0.05194404731869983,0.05564608895705526,0.008577444349835924,0.007983254038909694,0.08863159320197626,0.009503510531594863,0.034029248930207014
878-134-152,Pothen/mesh3em5,1,11,1,51,0.215686274509804,0,878-134-152,878,134,152,/home/anna/.ssgetpy/MM/Pothen/mesh3em5/mesh3em5.mtx,0.017894736842105262,134,0.00027423118754085177,1,1.0,1.0,0.0345288482958342,0.003987417386662866,0.0020597322348094747,0.0009039655134207211,0.02109619268205813,0.006075107536954201,0.05555555555555555,0.004784688995215311,0.0006144052113405878,0.001361935085432533,0.0,0.0013324450366422385,0.0023163799363934592,0.003987417386662866,0.043823292829286736,0.03683064117726311,0.013114245955894515,0.1310096733281326,0.041120479038249905,0.26446315223980915,0.07534079983518006,0.021385099946164075,0.01975822243343895,0.21780494238132714,0.021897782900941673,0.032535899514353026
815-1696-992,Simon/raefsky2,1,315,1,73,4.31506849315068,1,815-1696-992,815,1696,992,/home/anna/.ssgetpy/MM/Simon/raefsky2/raefsky2.mtx,0.84,1696,0.06352401275663136,0,0.0941171480680324,0.9977237703411516,0.0497695743592025,0.07281026740444675,0.05509783728115345,0.03579222957398203,0.08679256563087646,0.03204798204607982,0.05555555555555555,0.03588516746411483,0.00844282769066488,0.006609145770597747,0.0,0.023317788141239172,0.08819147071344502,0.07281026740444675,0.06317213812980968,0.06320967619840655,0.041025998992819,0.028493722829370616,0.01713893511371936,0.012452734984282102,0.03074900162055805,0.009835483700412564,0.007575577463468114,0.0028035520602168653,0.020735555723775157,0.09746452874733198
1612-811-6444,Bai/cryg10000,0,850,1,67,12.6865671641791,1,1612-811-6444,1612,811,6444,/home/anna/.ssgetpy/MM/Bai/cryg10000/cryg10000.mtx,0.3742105263157895,811,0.0017017420780245415,0,0.0,1.0,0.0058337805847768,0.004077416187839525,0.0020597322348094747,0.000730700283441539,0.020826230316244147,0.006281975235169044,0.05555555555555555,0.004784688995215311,0.0006620057942165042,0.00142370231225669,0.0,0.0013324450366422385,0.0139671449678211,0.004077416187839525,0.007393504397896594,0.005666815489625456,0.0017515183119731835,0.01875322493361801,0.007025615204438246,0.03604473059389187,0.011008052620033043,0.0028978700726945915,0.003412672373646105,0.022930941680672806,0.003199487488359097,0.03226909199408932
1028-1714-39,Sandia/adder_dcop_45,1,99,0,0,0.0,0,1028-1714-39,1028,1714,39,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_45/adder_dcop_45.mtx,0.8494736842105263,1714,0.0032353067772821205,0,0.0017892288423689,0.5489354088387904,0.0024824732554608,0.0036665986627963535,0.015447991761071062,0.0031614489802002303,0.03081534683706985,0.026494382768648017,0.0,0.06937799043062201,0.0001712841845273882,0.0006650199430831285,0.0,0.002664890073284477,0.03848946986201888,0.0036665986627963535,0.003138856240070373,0.01759391359609752,0.003585680757006328,0.010341696183817558,0.014020128128400217,0.001529548788503423,0.05852470810574791,0.0003414901573616017,0.0007542583251769253,0.0026098533518855624,0.0024171113105946394,0.04206762127323673
385-740-174,DRIVCAV/cavity06,1,699,1,121,5.77685950413223,1,385-740-174,385,740,174,/home/anna/.ssgetpy/MM/DRIVCAV/cavity06/cavity06.mtx,0.3368421052631579,740,0.008812228403517437,0,0.0,1.0,0.0362691745799853,0.0231484943220147,0.03141091658084449,0.024946039714760376,0.05455711160644045,0.032810589252612925,0.0,0.028708133971291867,0.003500729185562957,0.008031751647260919,0.0,0.013990672884743505,0.025899631883404703,0.0231484943220147,0.04603272195388788,0.08332429721597223,0.06553392054796496,0.04573391248751612,0.04021529919940029,0.015607988780975822,0.05874725377217711,0.01071929836486614,0.021099628651723077,0.02663175058056073,0.02924313480983496,0.06560578604109568
159-654-109,HB/gr_30_30,1,31,1,62,0.5,0,159-654-109,159,654,109,/home/anna/.ssgetpy/MM/HB/gr_30_30/gr_30_30.mtx,0.29157894736842105,654,0.0024734055652956438,1,1.0,1.0,0.0130366878957064,0.007350932941205867,0.004119464469618949,0.0017830754904296386,0.0227020036635876,0.004143247238535176,0.05555555555555555,0.004784688995215311,0.0017773865042352715,0.0003898481488290023,0.0,0.0013324450366422385,0.011907444970325295,0.007350932941205867,0.016537946643870625,0.01326686481462739,0.00530015099907505,0.025599818453562264,0.005746085648654552,0.046898214335770926,0.014064874486407477,0.007124482946336059,0.0011588146809228988,0.03219053546946889,0.004087951929182069,0.03412294460007185
1613-322-583,Bai/cryg2500,0,350,1,64,5.46875,1,1613-322-583,1613,322,583,/home/anna/.ssgetpy/MM/Bai/cryg2500/cryg2500.mtx,0.1168421052631579,322,0.0006620597602118946,0,0.0,1.0,0.014409166313028,0.0039985331693031655,0.0020597322348094747,0.0008224267280702157,0.02006665355382992,0.006743759701139558,0.05555555555555555,0.004784688995215311,0.0006683252991718633,0.0014185456823525434,0.0,0.0013324450366422385,0.005409060175794456,0.0039985331693031655,0.018280374955005375,0.015034233134185237,0.0049652098117032376,0.05087853206740284,0.01899569592389611,0.10470416845351488,0.03034559215790903,0.008700597959777673,0.008564139150600168,0.08150738768336747,0.008819938075094926,0.03151839182957336
420-621-53,FIDAP/ex23,1,92,0,0,0.0,0,420-621-53,420,621,53,/home/anna/.ssgetpy/MM/FIDAP/ex23/ex23.mtx,0.27421052631578946,621,0.007954923137613026,0,0.9531437725270324,0.999599519423308,0.0464914259635256,0.024901352209649466,0.03141091658084449,0.022755014578437188,0.03498275673334484,0.0151848404105459,0.0,0.014354066985645933,0.005822680571229158,0.005703689260543582,0.0,0.009993337774816789,0.01532567049808429,0.024901352209649466,0.059010368807509324,0.09938753458442968,0.07123308911510771,0.037922489537854015,0.022178267922215663,0.020355453609685988,0.037076553747666254,0.020214030796035704,0.017855027250397018,0.03473230094501896,0.02527631202787111,0.046260181816945904
1036-1021-113,Sandia/adder_dcop_53,1,56,0,0,0.0,0,1036-1021-113,1036,1021,113,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_53/adder_dcop_53.mtx,0.48473684210526313,1021,0.0012801892816429732,0,0.0021344717182497,0.6211312700106724,0.002769461293253,0.002435329191655647,0.003604531410916581,0.002498173361526826,0.017073445570635667,0.019664063525673264,0.0,0.014354066985645933,0.00015384964770634384,0.0005992951416152751,0.0,0.002664890073284477,0.015475922169634138,0.002435329191655647,0.0035032015555923482,0.007337880438573382,0.0047565612289990206,0.012222514781746165,0.017468536446222635,0.008789518175665314,0.02187498122254761,0.0011496128635272356,0.001141067341136227,0.014997464379455363,0.00439811108153066,0.0283920174368034
