ProblemId,ProblemName,conv0,it0,conv1,it1,relation,isEffective,problem_id,id,size,split,path,rows,cols,nonzeros,posdef,nsym,psym,density,avg_nnz,max_nnz,std_nnz,avg_row_block_count,std_row_block_count,min_row_block_count,max_row_block_count,avg_row_block_size,std_row_block_size,min_row_block_size,max_row_block_size,block_count,nonzeros_relative,avg_nnz_relative,max_nnz_relative,std_nnz_relative,avg_row_block_count_relative,std_row_block_count_relative,min_row_block_count_relative,max_row_block_count_relative,avg_row_block_size_relative,std_row_block_size_relative,min_row_block_size_relative,max_row_block_size_relative,block_count_relative
440-707-1564,FIDAP/ex9,1,501,1,91,5.50549450549451,1,440-707-1564,440,707,1564,/home/anna/.ssgetpy/MM/FIDAP/ex9/ex9.mtx,707,707,19853,True,1.0,1.0,0.03971799483444,28.08062234794908,50,11.368857716568778,4.841584158415841,1.4596202959692424,1,7,5.799883143441425,5.305284847512975,1,18,3423,28.08062234794908,0.03971799483444,0.07072135785007072,0.01608042109839997,0.006848068116571205,0.0020645265855293387,0.0014144271570014145,0.009900990099009901,0.008203512225518282,0.007503938963950459,0.0014144271570014145,0.02545968882602546,4.841584158415841
2564-1835-451,CPM/cz5108,1,311,1,173,1.79768786127168,1,2564-1835-451,2564,1835,451,/home/anna/.ssgetpy/MM/CPM/cz5108/cz5108.mtx,1835,1835,18020,False,0.2580166821130676,0.4156935434043868,0.0053515877317375,9.82016348773842,27,7.470145994033975,3.515531335149864,0.8999870895072267,1,6,2.7933653697101226,1.5902331356748003,1,6,6451,9.82016348773842,0.005351587731737558,0.014713896457765668,0.004070924247429959,0.0019158208910898442,0.000490456179567971,0.0005449591280653951,0.0032697547683923707,0.0015222699562452984,0.0008666120630380383,0.0005449591280653951,0.0032697547683923707,3.5155313351498636
41-321-450,HB/bcsstk19,0,350,1,61,5.73770491803279,1,41-321-450,41,321,450,/home/anna/.ssgetpy/MM/HB/bcsstk19/bcsstk19.mtx,321,321,2615,True,1.0,1.0,0.025378247493716,8.146417445482866,11,1.917389174450512,1.7476635514018692,1.18474302544267,1,6,4.661319073083779,3.714319408724615,1,9,561,8.146417445482866,0.025378247493716095,0.03426791277258567,0.0059731749982882,0.0054444347395696865,0.003690788241254424,0.003115264797507788,0.018691588785046728,0.01452124321832953,0.011571088500699735,0.003115264797507788,0.028037383177570093,1.7476635514018692
386-1010-73,DRIVCAV/cavity07,0,1050,1,478,2.19665271966527,1,386-1010-73,386,1010,73,/home/anna/.ssgetpy/MM/DRIVCAV/cavity07/cavity07.mtx,1010,1010,28295,False,0.0,0.9351969504447268,0.0277374767179688,28.014851485148515,62,14.551063287599485,6.217821782178218,2.0049639407934428,2,14,4.505573248407643,5.031426791985152,1,22,6280,28.014851485148515,0.027737476717968827,0.061386138613861385,0.014406993354058895,0.006156259190275464,0.001985112812666775,0.0019801980198019802,0.013861386138613862,0.004460963612284795,0.004981610685133813,0.0009900990099009901,0.02178217821782178,6.217821782178218
239-222-1,HB/saylr1,1,149,1,66,2.25757575757576,1,239-222-1,239,222,1,/home/anna/.ssgetpy/MM/HB/saylr1/saylr1.mtx,222,222,1050,False,0.6763285024154589,1.0,0.0213050888726564,4.72972972972973,5,0.492208590257576,2.873873873873874,0.3319914553637528,2,3,1.64576802507837,0.907944364006523,1,3,638,4.72972972972973,0.02130508887265644,0.02252252252252252,0.002217155811971063,0.012945377810242674,0.0014954570061430307,0.009009009009009009,0.013513513513513514,0.007413369482335,0.00408983947750686,0.0045045045045045045,0.013513513513513514,2.873873873873874
417-889-423,FIDAP/ex20,1,407,0,52,7.82692307692308,0,417-889-423,417,889,423,/home/anna/.ssgetpy/MM/FIDAP/ex20/ex20.mtx,889,889,26554,False,0.9700829955607024,0.9767998455896544,0.0335990059735221,29.869516310461197,67,15.269637410566888,4.427446569178852,1.7567386901081432,2,11,6.746443089430894,4.236916440717586,1,17,3936,29.869516310461194,0.03359900597352216,0.07536557930258718,0.017176195062504937,0.0049802548584689,0.0019760840158696774,0.0022497187851518562,0.012373453318335208,0.0075887998756253025,0.004765935253900546,0.0011248593925759281,0.019122609673790775,4.427446569178852
785-499-3374,Nemeth/nemeth21,1,40,1,52,0.769230769230769,0,785-499-3374,785,499,3374,/home/anna/.ssgetpy/MM/Nemeth/nemeth21/nemeth21.mtx,499,499,57993,False,1.0,1.0,0.2329026791057064,116.21843687374748,141,20.258014588593483,8.11623246492986,2.868968280070771,2,15,14.31925925925926,29.19026642174221,1,122,4050,116.21843687374749,0.23290267910570636,0.28256513026052105,0.04059722362443584,0.016264994919699117,0.0057494354310035495,0.004008016032064128,0.03006012024048096,0.028695910339196915,0.05849752789928298,0.002004008016032064,0.24448897795591182,8.11623246492986
1389-1551-5031,Andrianov/net25,1,1,1,51,0.0196078431372549,0,1389-1551-5031,1389,1551,5031,/home/anna/.ssgetpy/MM/Andrianov/net25/net25.mtx,1551,1551,1551,False,1.0,1.0,0.0006447453255963,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1551,1.0,0.0006447453255963894,0.0006447453255963894,0.0,0.0006447453255963894,0.0,0.0006447453255963894,0.0006447453255963894,0.0006447453255963894,0.0,0.0006447453255963894,0.0006447453255963894,1.0
322-425-2446,Bai/olm5000,0,450,1,54,8.33333333333333,1,322-425-2446,322,425,2446,/home/anna/.ssgetpy/MM/Bai/olm5000/olm5000.mtx,425,425,1694,False,0.3325453112687155,0.6666666666666666,0.0093785467128027,3.985882352941176,6,1.998773326240017,1.0,0.0,1,1,3.985882352941176,1.998773326240017,1,6,425,3.9858823529411764,0.009378546712802766,0.01411764705882353,0.004702996061741216,0.002352941176470588,0.0,0.002352941176470588,0.002352941176470588,0.009378546712802766,0.004702996061741216,0.002352941176470588,0.01411764705882353,1.0
1612-473-4176,Bai/cryg10000,0,500,1,64,7.8125,1,1612-473-4176,1612,473,4176,/home/anna/.ssgetpy/MM/Bai/cryg10000/cryg10000.mtx,473,473,2153,False,0.0,1.0,0.0096232495563829,4.551797040169133,5,0.5221944517974776,2.577167019027484,0.4940093634481152,2,3,1.7662018047579984,0.9672095271269188,1,3,1219,4.5517970401691334,0.009623249556382944,0.010570824524312896,0.001104005183504181,0.005448556065597217,0.0010444172588755078,0.004228329809725159,0.006342494714587738,0.0037340418705243093,0.0020448404379004624,0.0021141649048625794,0.006342494714587738,2.5771670190274842
1103-142-250,Sandia/fpga_dcop_49,1,3,1,51,0.0588235294117647,0,1103-142-250,1103,142,250,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_49/fpga_dcop_49.mtx,142,142,284,False,0.0,1.0,0.0140845070422535,2.0,2,0.0,1.0,0.0,1,1,2.0,0.0,2,2,142,2.0,0.014084507042253521,0.014084507042253521,0.0,0.007042253521126761,0.0,0.007042253521126761,0.007042253521126761,0.014084507042253521,0.0,0.014084507042253521,0.014084507042253521,1.0
1087-408-657,Sandia/fpga_dcop_33,1,3,1,51,0.0588235294117647,0,1087-408-657,1087,408,657,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_33/fpga_dcop_33.mtx,408,408,814,False,0.0,1.0,0.0048899461745482,1.9950980392156863,2,0.0698421904351715,1.0,0.0,1,1,1.9950980392156863,0.0698421904351715,1,2,408,1.9950980392156863,0.004889946174548251,0.004901960784313725,0.0001711818393018909,0.0024509803921568627,0.0,0.0024509803921568627,0.0024509803921568627,0.004889946174548251,0.0001711818393018909,0.0024509803921568627,0.004901960784313725,1.0
192-121-1,HB/lnsp_131,1,35,0,0,0.0,0,192-121-1,192,121,1,/home/anna/.ssgetpy/MM/HB/lnsp_131/lnsp_131.mtx,121,121,500,False,0.0201005025125628,0.7085427135678392,0.0341506727682535,4.132231404958677,11,3.420748912154393,3.7851239669421486,3.083431091930187,1,11,1.091703056768559,0.3501355683039492,1,3,458,4.132231404958677,0.03415067276825353,0.09090909090909091,0.02827065216656523,0.03128201625572024,0.025482901586199893,0.008264462809917356,0.09090909090909091,0.009022339312136852,0.002893682382677266,0.008264462809917356,0.024793388429752067,3.7851239669421486
1081-1107-67,Sandia/fpga_dcop_27,1,399,0,0,0.0,0,1081-1107-67,1081,1107,67,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_27/fpga_dcop_27.mtx,1107,1107,5198,False,0.2718023255813953,0.8386627906976745,0.0042417105893431,4.695573622402891,36,4.096738500196084,3.251606978879706,0.956856119973876,1,8,1.4679469076532052,1.811788874335983,1,24,3541,4.695573622402891,0.004241710589343172,0.032520325203252036,0.0037007574527516567,0.002937314344064775,0.000864368672063122,0.0009033423667570009,0.007226738934056007,0.0013260586338330672,0.0016366656498066692,0.0009033423667570009,0.02168021680216802,3.19873532068654
1448-718-3346,Oberwolfach/t2dal_bci,0,750,1,76,9.86842105263158,1,1448-718-3346,1448,718,3346,/home/anna/.ssgetpy/MM/Oberwolfach/t2dal_bci/t2dal_bci.mtx,718,718,6104,False,1.0,1.0,0.0118403798853205,8.501392757660167,9,1.1414564605417288,2.883008356545961,0.3214103277991577,2,3,2.948792270531401,0.2247617962666882,1,3,2070,8.501392757660167,0.011840379885320567,0.012534818941504178,0.0015897722291667532,0.004015331972905238,0.0004476466960991054,0.002785515320334262,0.004178272980501393,0.004106953023024235,0.00031303871346335406,0.001392757660167131,0.004178272980501393,2.883008356545961
93-101-23,HB/can_144,1,82,0,0,0.0,0,93-101-23,93,101,23,/home/anna/.ssgetpy/MM/HB/can_144/can_144.mtx,101,101,651,False,1.0,1.0,0.0638172728163905,6.445544554455446,15,3.151222448714502,2.247524752475248,1.0754316710466942,1,4,2.86784140969163,1.761101030118726,1,9,227,6.445544554455446,0.06381727281639056,0.1485148514851485,0.031200222264500022,0.02225272032153711,0.010647838327194993,0.009900990099009901,0.039603960396039604,0.028394469402887423,0.017436643862561642,0.009900990099009901,0.0891089108910891,2.2475247524752477
1939-1737-1330,JGD_BIBD/bibd_81_2,1,1,1,51,0.0196078431372549,0,1939-1737-1330,1939,1737,1330,/home/anna/.ssgetpy/MM/JGD_BIBD/bibd_81_2/bibd_81_2.mtx,1737,1737,1737,True,1.0,1.0,0.0005757052389176,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1737,1.0,0.0005757052389176742,0.0005757052389176742,0.0,0.0005757052389176742,0.0,0.0005757052389176742,0.0005757052389176742,0.0005757052389176742,0.0,0.0005757052389176742,0.0005757052389176742,1.0
240-494-365,HB/saylr3,1,230,1,74,3.10810810810811,1,240-494-365,240,494,365,/home/anna/.ssgetpy/MM/HB/saylr3/saylr3.mtx,494,494,1812,False,1.0,1.0,0.0074251339966234,3.668016194331984,7,1.941218499524368,2.720647773279352,1.361299534450461,1,5,1.3482142857142858,0.7304168097643937,1,3,1344,3.668016194331984,0.007425133996623449,0.01417004048582996,0.00392959210430034,0.005507384156435935,0.0027556670737863584,0.0020242914979757085,0.010121457489878543,0.0027291787160208213,0.0014785765379846027,0.0020242914979757085,0.006072874493927126,2.720647773279352
1365-448-1718,PARSEC/SiH4,1,24,1,59,0.406779661016949,0,1365-448-1718,1365,448,1718,/home/anna/.ssgetpy/MM/PARSEC/SiH4/SiH4.mtx,448,448,9994,False,1.0,1.0,0.0497947225765306,22.308035714285715,58,10.978824084775145,10.066964285714286,2.8014628956792107,3,17,2.2159645232815963,3.0238391536460365,1,13,4510,22.308035714285715,0.049794722576530615,0.12946428571428573,0.024506303760658803,0.02247090242346939,0.006253265392141096,0.006696428571428571,0.03794642857142857,0.004946349382324992,0.006749640967959903,0.002232142857142857,0.029017857142857144,10.066964285714286
1056-327-737,Sandia/fpga_dcop_02,1,3,1,51,0.0588235294117647,0,1056-327-737,1056,327,737,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_02/fpga_dcop_02.mtx,327,327,653,False,0.0,1.0,0.0061068559511451,1.996941896024465,2,0.0552155048479137,1.0,0.0,1,1,1.996941896024465,0.0552155048479137,1,2,327,1.996941896024465,0.006106855951145153,0.0061162079510703364,0.00016885475488658626,0.0030581039755351682,0.0,0.0030581039755351682,0.0030581039755351682,0.006106855951145153,0.00016885475488658626,0.0030581039755351682,0.0061162079510703364,1.0
1067-752-304,Sandia/fpga_dcop_13,1,8,1,51,0.156862745098039,0,1067-752-304,1067,752,304,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_13/fpga_dcop_13.mtx,752,752,1504,False,-0.0026595744680851,0.9973404255319148,0.0026595744680851,2.0,2,0.0,1.0,0.0,1,1,2.0,0.0,2,2,752,2.0,0.0026595744680851063,0.0026595744680851063,0.0,0.0013297872340425532,0.0,0.0013297872340425532,0.0013297872340425532,0.0026595744680851063,0.0,0.0026595744680851063,0.0026595744680851063,1.0
935-1707-3291,Lucifora/cell2,1,124,1,79,1.56962025316456,1,935-1707-3291,935,1707,3291,/home/anna/.ssgetpy/MM/Lucifora/cell2/cell2.mtx,1707,1707,7187,False,0.0043795620437956,0.8226277372262774,0.0024664970628196,4.2103104862331575,5,0.6886384584420182,2.889865260691271,0.3149233631679078,1,3,1.4569227650516927,0.498140895559889,1,2,4933,4.2103104862331575,0.0024664970628196585,0.0029291154071470417,0.00040342030371530067,0.0016929497719339608,0.00018448937502513638,0.0005858230814294083,0.0017574692442882249,0.0008534989836272365,0.00029182243442289925,0.0005858230814294083,0.0011716461628588166,2.889865260691271
