ProblemId,ProblemName,conv0,it0,conv1,it1,relation,isEffective,id,path,rows,cols,nonzeros,posdef,nsym,psym,density,avg_nnz,max_nnz,std_nnz,avg_row_block_count,std_row_block_count,min_row_block_count,max_row_block_count,avg_row_block_size,std_row_block_size,min_row_block_size,max_row_block_size,block_count,nonzeros_relative,avg_nnz_relative,max_nnz_relative,std_nnz_relative,avg_row_block_count_relative,std_row_block_count_relative,min_row_block_count_relative,max_row_block_count_relative,avg_row_block_size_relative,std_row_block_size_relative,min_row_block_size_relative,max_row_block_size_relative,block_count_relative
29,HB/bcsstk07,0,450,1,85,5.29411764705882,1,29,/home/anna/.ssgetpy/MM/HB/bcsstk07/bcsstk07.mtx,420,420,7860,True,1.0,1.0,0.0445578231292517,18.714285714285715,28,6.465607599650096,5.483333333333333,1.8878580286949376,1,10,3.412939643942684,3.266050210394417,1,14,2303,18.714285714285715,0.0445578231292517,0.06666666666666667,0.015394303808690704,0.013055555555555556,0.00449490006832128,0.002380952380952381,0.023809523809523808,0.008126046771292104,0.007776310024748612,0.002380952380952381,0.03333333333333333,5.483333333333333
30,HB/bcsstk08,0,1100,1,76,14.4736842105263,1,30,/home/anna/.ssgetpy/MM/HB/bcsstk08/bcsstk08.mtx,1074,1074,12960,True,1.0,1.0,0.0112356043818857,12.067039106145252,339,21.07477980305071,9.313780260707636,13.868404401532718,1,166,1.2956113166050185,0.6051263341780799,1,18,10003,12.067039106145252,0.01123560438188571,0.31564245810055863,0.019622700002840512,0.008672048659876756,0.01291285326027255,0.000931098696461825,0.15456238361266295,0.0012063420080121216,0.0005634323409479329,0.000931098696461825,0.01675977653631285,9.313780260707635
31,HB/bcsstk09,1,144,0,54,2.66666666666667,0,31,/home/anna/.ssgetpy/MM/HB/bcsstk09/bcsstk09.mtx,1083,1083,18437,True,1.0,1.0,0.0157193050663788,17.02400738688827,23,4.088288772312692,8.712834718374884,2.316126689446136,3,12,1.9538999576091565,1.583648512594031,1,9,9436,17.02400738688827,0.01571930506637883,0.02123730378578024,0.0037749665487651824,0.008045092076061758,0.0021386211352226554,0.002770083102493075,0.0110803324099723,0.0018041550855116865,0.0014622793283416721,0.0009233610341643582,0.008310249307479225,8.712834718374884
32,HB/bcsstk10,1,658,0,94,7.0,0,32,/home/anna/.ssgetpy/MM/HB/bcsstk10/bcsstk10.mtx,1086,1086,22070,True,1.0,1.0,0.0187129683329433,20.322283609576427,27,5.618405751004226,7.919889502762431,1.4816341541675817,4,10,2.5659806999186143,0.5234647472031817,1,3,8601,20.322283609576427,0.018712968332943305,0.024861878453038673,0.005173485958567427,0.007292715932562092,0.001364304009362414,0.003683241252302026,0.009208103130755065,0.0023627814916377665,0.00048201173775615257,0.0009208103130755065,0.0027624309392265192,7.919889502762431
36,HB/bcsstk14,0,1850,1,119,15.546218487395,1,36,/home/anna/.ssgetpy/MM/HB/bcsstk14/bcsstk14.mtx,1806,1806,63454,True,1.0,1.0,0.0194546540447799,35.135105204872644,48,9.54986430620322,6.853820598006645,2.673172639197769,1,16,5.12635320730328,4.30583126370836,1,24,12378,35.135105204872644,0.01945465404477998,0.026578073089700997,0.005287853990145748,0.0037950280166149752,0.001480162037208067,0.0005537098560354374,0.008859357696566999,0.0028385122964027024,0.0023841812091408413,0.0005537098560354374,0.013289036544850499,6.853820598006645
37,HB/bcsstk15,1,3925,0,4000,0.98125,0,37,/home/anna/.ssgetpy/MM/HB/bcsstk15/bcsstk15.mtx,3948,3948,117816,True,1.0,1.0,0.0075587500731392,29.8419452887538,44,7.645040870651159,13.11144883485309,5.555717650321822,1,32,2.2760219457538056,1.84681184195406,1,22,51764,29.8419452887538,0.00755875007313926,0.011144883485309016,0.0019364338578143766,0.00332103567245519,0.001407223315684352,0.00025329280648429586,0.008105369807497468,0.0005764999862598292,0.0004677841544969757,0.00025329280648429586,0.005572441742654508,13.11144883485309
38,HB/bcsstk16,1,137,1,72,1.90277777777778,1,38,/home/anna/.ssgetpy/MM/HB/bcsstk16/bcsstk16.mtx,4884,4884,290378,True,1.0,1.0,0.0121734142004412,59.45495495495496,81,17.314567406960837,7.636568386568387,2.4210679887213487,1,15,7.785559160254176,3.3806863100813467,1,24,37297,59.45495495495496,0.012173414200441228,0.016584766584766583,0.003545161221736453,0.0015635889407388179,0.0004957141664048625,0.00020475020475020476,0.003071253071253071,0.0015940948321568748,0.0006921962141853699,0.00020475020475020476,0.004914004914004914,7.636568386568387
42,HB/bcsstk20,1,189,0,150,1.26,0,42,/home/anna/.ssgetpy/MM/HB/bcsstk20/bcsstk20.mtx,485,485,3135,True,1.0,1.0,0.0133276650015942,6.463917525773196,11,2.359721526773795,3.5814432989690723,1.097356701952959,1,6,1.8048359240069085,0.9357110652354772,1,8,1737,6.463917525773196,0.013327665001594219,0.02268041237113402,0.004865405209842876,0.007384419173132108,0.0022625911380473383,0.002061855670103093,0.012371134020618556,0.003721311183519399,0.0019293011654339736,0.002061855670103093,0.016494845360824743,3.5814432989690723
43,HB/bcsstk21,1,916,0,3650,0.250958904109589,0,43,/home/anna/.ssgetpy/MM/HB/bcsstk21/bcsstk21.mtx,3600,3600,26600,True,1.0,1.0,0.0020524691358024,7.388888888888889,9,1.1283660206436603,6.7444444444444445,1.272452671995755,3,9,1.0955518945634266,0.2939757303056945,1,2,24280,7.388888888888889,0.0020524691358024694,0.0025,0.0003134350057343501,0.0018734567901234568,0.00035345907555437637,0.0008333333333333334,0.0025,0.0003043199707120629,8.165992508491514e-05,0.0002777777777777778,0.0005555555555555556,6.7444444444444445
44,HB/bcsstk22,0,150,1,82,1.82926829268293,1,44,/home/anna/.ssgetpy/MM/HB/bcsstk22/bcsstk22.mtx,138,138,696,True,1.0,1.0,0.0365469439193446,5.043478260869565,8,1.844967951559331,3.2028985507246377,0.723912680796648,1,4,1.5746606334841629,0.6760883618771012,1,6,442,5.043478260869565,0.036546943919344675,0.057971014492753624,0.013369332982313992,0.023209409787859694,0.005245744063743825,0.007246376811594203,0.028985507246376812,0.011410584300609875,0.004899191028094936,0.007246376811594203,0.043478260869565216,3.2028985507246377
46,HB/bcsstk24,0,3600,1,1639,2.19646125686394,1,46,/home/anna/.ssgetpy/MM/HB/bcsstk24/bcsstk24.mtx,3562,3562,159910,True,1.0,1.0,0.0126034021225355,44.893318360471646,57,11.486381617157043,3.5614823133071307,1.230237987661167,1,8,12.605234116348733,5.933302977527249,1,29,12686,44.893318360471646,0.012603402122535554,0.016002245929253228,0.0032247000609649194,0.0009998546640390597,0.0003453784356151508,0.00028074115665356543,0.0022459292532285235,0.003538808005712727,0.0016657223406870434,0.00028074115665356543,0.008141493542953397,3.5614823133071307
48,HB/bcsstk26,0,1950,1,183,10.655737704918,1,48,/home/anna/.ssgetpy/MM/HB/bcsstk26/bcsstk26.mtx,1922,1922,30336,True,1.0,1.0,0.0082120493199396,15.783558792924037,33,5.693797877100476,7.197710718002081,2.4597562046778543,2,15,2.192858175509614,2.1818022982044503,1,19,13834,15.783558792924037,0.008212049319939666,0.01716961498439126,0.002962433859053317,0.003744906721124912,0.0012797899087814018,0.001040582726326743,0.007804370447450572,0.001140925169359841,0.0011351728918857701,0.0005202913631633715,0.009885535900104058,7.197710718002081
49,HB/bcsstk27,1,801,1,69,11.6086956521739,1,49,/home/anna/.ssgetpy/MM/HB/bcsstk27/bcsstk27.mtx,1224,1224,56126,True,1.0,1.0,0.037462888205391,45.85457516339869,54,9.793293122284812,2.9754901960784315,0.3890501944806759,1,5,15.41076331685887,3.563709714567563,3,27,3642,45.85457516339869,0.037462888205391086,0.04411764705882353,0.008001056472454911,0.002430956042547738,0.0003178514660789836,0.0008169934640522876,0.004084967320261438,0.012590492905930449,0.0029115275445813424,0.0024509803921568627,0.022058823529411766,2.9754901960784315
50,HB/bcsstk28,1,445,0,92,4.83695652173913,0,50,/home/anna/.ssgetpy/MM/HB/bcsstk28/bcsstk28.mtx,4410,4410,219024,True,1.0,1.0,0.011261974177426,49.66530612244898,94,9.681761517690228,4.01360544217687,1.445391744673841,1,12,12.374237288135593,6.338257313663024,2,42,17700,49.66530612244898,0.011261974177426073,0.021315192743764172,0.002195410774986446,0.0009101146127385194,0.0003277532300847712,0.00022675736961451248,0.0027210884353741495,0.0028059494984434452,0.0014372465563861733,0.00045351473922902497,0.009523809523809525,4.01360544217687
57,HB/bcsstm02,1,12,1,51,0.235294117647059,0,57,/home/anna/.ssgetpy/MM/HB/bcsstm02/bcsstm02.mtx,66,66,66,True,1.0,1.0,0.0151515151515151,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,66,1.0,0.015151515151515152,0.015151515151515152,0.0,0.015151515151515152,0.0,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.0,0.015151515151515152,0.015151515151515152,1.0
58,HB/bcsstm03,1,32,0,0,0.0,0,58,/home/anna/.ssgetpy/MM/HB/bcsstm03/bcsstm03.mtx,112,112,72,False,1.0,1.0,0.0089285714285714,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,112,0.6428571428571429,0.008928571428571428,0.008928571428571428,0.0,0.008928571428571428,0.0,0.008928571428571428,0.008928571428571428,0.008928571428571428,0.0,0.008928571428571428,0.008928571428571428,1.0
59,HB/bcsstm04,1,12,0,0,0.0,0,59,/home/anna/.ssgetpy/MM/HB/bcsstm04/bcsstm04.mtx,132,132,66,False,1.0,1.0,0.0075757575757575,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,132,0.5,0.007575757575757576,0.007575757575757576,0.0,0.007575757575757576,0.0,0.007575757575757576,0.007575757575757576,0.007575757575757576,0.0,0.007575757575757576,0.007575757575757576,1.0
60,HB/bcsstm05,1,16,1,51,0.313725490196078,0,60,/home/anna/.ssgetpy/MM/HB/bcsstm05/bcsstm05.mtx,153,153,153,True,1.0,1.0,0.0065359477124183,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,153,1.0,0.006535947712418301,0.006535947712418301,0.0,0.006535947712418301,0.0,0.006535947712418301,0.006535947712418301,0.006535947712418301,0.0,0.006535947712418301,0.006535947712418301,1.0
61,HB/bcsstm06,1,68,1,51,1.33333333333333,0,61,/home/anna/.ssgetpy/MM/HB/bcsstm06/bcsstm06.mtx,420,420,420,True,1.0,1.0,0.0023809523809523,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,420,1.0,0.002380952380952381,0.002380952380952381,0.0,0.002380952380952381,0.0,0.002380952380952381,0.002380952380952381,0.002380952380952381,0.0,0.002380952380952381,0.002380952380952381,1.0
62,HB/bcsstm07,1,230,1,59,3.89830508474576,1,62,/home/anna/.ssgetpy/MM/HB/bcsstm07/bcsstm07.mtx,420,420,7252,True,1.0,1.0,0.0411111111111111,17.266666666666666,26,6.062793111880062,6.161904761904762,2.1140068456158456,1,10,2.8021638330757344,2.3381709157529733,1,10,2588,17.266666666666666,0.04111111111111111,0.06190476190476191,0.014435221694952528,0.014671201814058957,0.00503334963241868,0.002380952380952381,0.023809523809523808,0.00667181865018032,0.005567073608935651,0.002380952380952381,0.023809523809523808,6.161904761904762
63,HB/bcsstm08,1,19,1,51,0.372549019607843,0,63,/home/anna/.ssgetpy/MM/HB/bcsstm08/bcsstm08.mtx,1074,1074,1074,True,1.0,1.0,0.0009310986964618,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1074,1.0,0.000931098696461825,0.000931098696461825,0.0,0.000931098696461825,0.0,0.000931098696461825,0.000931098696461825,0.000931098696461825,0.0,0.000931098696461825,0.000931098696461825,1.0
64,HB/bcsstm09,1,2,1,51,0.0392156862745098,0,64,/home/anna/.ssgetpy/MM/HB/bcsstm09/bcsstm09.mtx,1083,1083,1083,True,1.0,1.0,0.0009233610341643,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1083,1.0,0.0009233610341643582,0.0009233610341643582,0.0,0.0009233610341643582,0.0,0.0009233610341643582,0.0009233610341643582,0.0009233610341643582,0.0,0.0009233610341643582,0.0009233610341643582,1.0
66,HB/bcsstm11,1,20,1,51,0.392156862745098,0,66,/home/anna/.ssgetpy/MM/HB/bcsstm11/bcsstm11.mtx,1473,1473,1473,True,1.0,1.0,0.0006788866259334,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1473,1.0,0.0006788866259334691,0.0006788866259334691,0.0,0.0006788866259334691,0.0,0.0006788866259334691,0.0006788866259334691,0.0006788866259334691,0.0,0.0006788866259334691,0.0006788866259334691,1.0
67,HB/bcsstm12,0,1500,1,61,24.5901639344262,1,67,/home/anna/.ssgetpy/MM/HB/bcsstm12/bcsstm12.mtx,1473,1473,19659,True,1.0,1.0,0.0090605785330794,13.34623217922607,22,5.16301942453602,7.965376782077393,1.9649395023043807,2,11,1.675530554845308,0.4681762748321387,1,2,11733,13.34623217922607,0.009060578533079476,0.01493550577053632,0.00350510483675222,0.0054075877678733154,0.001333971148882811,0.0013577732518669382,0.00746775288526816,0.0011374952850273646,0.0003178386115628912,0.0006788866259334691,0.0013577732518669382,7.965376782077393
68,HB/bcsstm13,1,489,0,0,0.0,0,68,/home/anna/.ssgetpy/MM/HB/bcsstm13/bcsstm13.mtx,2003,2003,21181,False,1.0,1.0,0.0054693297048934,10.955067398901647,70,17.70494848499477,7.241138292561158,9.728170904062004,1,36,1.5128929950358525,1.0553356738870432,1,11,14504,10.574638042935597,0.005469329704893483,0.034947578632051925,0.008839215419368333,0.003615146426640618,0.0048568002516535215,0.0004992511233150275,0.01797304043934099,0.0007553135272270856,0.0005268775206625278,0.0004992511233150275,0.0054917623564653024,7.241138292561158
69,HB/bcsstm19,1,245,1,51,4.80392156862745,1,69,/home/anna/.ssgetpy/MM/HB/bcsstm19/bcsstm19.mtx,817,817,817,True,1.0,1.0,0.0012239902080783,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,817,1.0,0.0012239902080783353,0.0012239902080783353,0.0,0.0012239902080783353,0.0,0.0012239902080783353,0.0012239902080783353,0.0012239902080783353,0.0,0.0012239902080783353,0.0012239902080783353,1.0
70,HB/bcsstm20,1,199,1,51,3.90196078431373,1,70,/home/anna/.ssgetpy/MM/HB/bcsstm20/bcsstm20.mtx,485,485,485,True,1.0,1.0,0.002061855670103,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,485,1.0,0.002061855670103093,0.002061855670103093,0.0,0.002061855670103093,0.0,0.002061855670103093,0.002061855670103093,0.002061855670103093,0.0,0.002061855670103093,0.002061855670103093,1.0
71,HB/bcsstm21,1,3,1,51,0.0588235294117647,0,71,/home/anna/.ssgetpy/MM/HB/bcsstm21/bcsstm21.mtx,3600,3600,3600,True,1.0,1.0,0.0002777777777777,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,3600,1.0,0.0002777777777777778,0.0002777777777777778,0.0,0.0002777777777777778,0.0,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0,0.0002777777777777778,0.0002777777777777778,1.0
72,HB/bcsstm22,1,41,1,51,0.803921568627451,0,72,/home/anna/.ssgetpy/MM/HB/bcsstm22/bcsstm22.mtx,138,138,138,True,1.0,1.0,0.0072463768115942,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,138,1.0,0.007246376811594203,0.007246376811594203,0.0,0.007246376811594203,0.0,0.007246376811594203,0.007246376811594203,0.007246376811594203,0.0,0.007246376811594203,0.007246376811594203,1.0
73,HB/bcsstm23,1,2001,1,51,39.2352941176471,1,73,/home/anna/.ssgetpy/MM/HB/bcsstm23/bcsstm23.mtx,3134,3134,3134,True,1.0,1.0,0.0003190810465858,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,3134,1.0,0.0003190810465858328,0.0003190810465858328,0.0,0.0003190810465858328,0.0,0.0003190810465858328,0.0003190810465858328,0.0003190810465858328,0.0,0.0003190810465858328,0.0003190810465858328,1.0
74,HB/bcsstm24,1,1897,1,51,37.1960784313725,1,74,/home/anna/.ssgetpy/MM/HB/bcsstm24/bcsstm24.mtx,3562,3562,3562,True,1.0,1.0,0.0002807411566535,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,3562,1.0,0.00028074115665356543,0.00028074115665356543,0.0,0.00028074115665356543,0.0,0.00028074115665356543,0.00028074115665356543,0.00028074115665356543,0.0,0.00028074115665356543,0.00028074115665356543,1.0
76,HB/bcsstm26,1,1699,1,51,33.3137254901961,1,76,/home/anna/.ssgetpy/MM/HB/bcsstm26/bcsstm26.mtx,1922,1922,1922,True,1.0,1.0,0.0005202913631633,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1922,1.0,0.0005202913631633715,0.0005202913631633715,0.0,0.0005202913631633715,0.0,0.0005202913631633715,0.0005202913631633715,0.0005202913631633715,0.0,0.0005202913631633715,0.0005202913631633715,1.0
93,HB/can_144,1,55,0,0,0.0,0,93,/home/anna/.ssgetpy/MM/HB/can_144/can_144.mtx,144,144,1296,False,1.0,1.0,0.0625,9.0,15,3.0,3.020833333333333,0.9893091725486473,2,4,2.9793103448275864,1.938605846432951,1,9,435,9.0,0.0625,0.10416666666666667,0.020833333333333332,0.02097800925925926,0.006870202587143384,0.013888888888888888,0.027777777777777776,0.020689655172413793,0.013462540600228827,0.006944444444444444,0.0625,3.0208333333333335
102,HB/can_61,1,48,0,0,0.0,0,102,/home/anna/.ssgetpy/MM/HB/can_61/can_61.mtx,61,61,557,False,1.0,1.0,0.1496909432948132,9.131147540983608,25,3.872879260332925,5.081967213114754,1.232019293643012,3,8,1.7967741935483872,1.2778469470085954,1,12,310,9.131147540983607,0.14969094329481325,0.4098360655737705,0.06348982393988402,0.083310937919914,0.020197037600705115,0.04918032786885246,0.13114754098360656,0.029455314648334216,0.020948310606698283,0.01639344262295082,0.19672131147540983,5.081967213114754
106,HB/can_73,1,40,0,0,0.0,0,106,/home/anna/.ssgetpy/MM/HB/can_73/can_73.mtx,73,73,377,False,1.0,1.0,0.0707449802964909,5.164383561643835,9,2.164556955079856,3.150684931506849,1.772477817367713,1,7,1.6391304347826088,1.015205753587519,1,9,230,5.164383561643835,0.0707449802964909,0.1232876712328767,0.029651465138080216,0.04316006755488834,0.024280518046133053,0.0136986301369863,0.0958904109589041,0.022453841572364505,0.013906928131335877,0.0136986301369863,0.1232876712328767,3.1506849315068495
109,HB/curtis54,1,48,0,0,0.0,0,109,/home/anna/.ssgetpy/MM/HB/curtis54/curtis54.mtx,54,54,291,False,0.9535864978902954,0.9535864978902954,0.0997942386831275,5.388888888888889,12,1.8897057057438835,2.6296296296296298,1.2516107591641332,1,6,2.0492957746478875,1.4306871430364332,1,7,142,5.388888888888889,0.09979423868312758,0.2222222222222222,0.03499455010636821,0.048696844993141294,0.02317797702155802,0.018518518518518517,0.1111111111111111,0.037949921752738654,0.026494206352526542,0.018518518518518517,0.12962962962962962,2.6296296296296298
141,HB/fs_183_1,1,9,0,56,0.160714285714286,0,141,/home/anna/.ssgetpy/MM/HB/fs_183_1/fs_183_1.mtx,183,183,998,False,0.0,0.417607223476298,0.0319209292603541,5.841530054644808,71,8.665412432759261,4.382513661202186,3.787543607363778,2,28,1.332917705735661,1.461949204664163,1,29,802,5.453551912568306,0.03192092926035414,0.3879781420765027,0.047351980506881206,0.023948162083072055,0.020696959603080753,0.01092896174863388,0.15300546448087432,0.007283703310030934,0.00798879346811018,0.00546448087431694,0.15846994535519127,4.382513661202186
142,HB/fs_183_3,1,9,0,58,0.155172413793103,0,142,/home/anna/.ssgetpy/MM/HB/fs_183_3/fs_183_3.mtx,183,183,1069,False,0.0,0.417607223476298,0.0319209292603541,5.841530054644808,72,9.11505221564339,4.382513661202186,3.787543607363778,2,28,1.332917705735661,1.461949204664163,1,29,802,5.841530054644808,0.03192092926035414,0.39344262295081966,0.04980902850078355,0.023948162083072055,0.020696959603080753,0.01092896174863388,0.15300546448087432,0.007283703310030934,0.00798879346811018,0.00546448087431694,0.15846994535519127,4.382513661202186
143,HB/fs_183_4,1,9,0,56,0.160714285714286,0,143,/home/anna/.ssgetpy/MM/HB/fs_183_4/fs_183_4.mtx,183,183,1069,False,0.0,0.417607223476298,0.0319209292603541,5.841530054644808,72,9.11505221564339,4.382513661202186,3.787543607363778,2,28,1.332917705735661,1.461949204664163,1,29,802,5.841530054644808,0.03192092926035414,0.39344262295081966,0.04980902850078355,0.023948162083072055,0.020696959603080753,0.01092896174863388,0.15300546448087432,0.007283703310030934,0.00798879346811018,0.00546448087431694,0.15846994535519127,4.382513661202186
144,HB/fs_183_6,1,9,0,56,0.160714285714286,0,144,/home/anna/.ssgetpy/MM/HB/fs_183_6/fs_183_6.mtx,183,183,1000,False,0.0,0.417607223476298,0.0319209292603541,5.841530054644808,71,8.664833494338302,4.382513661202186,3.787543607363778,2,28,1.332917705735661,1.461949204664163,1,29,802,5.46448087431694,0.03192092926035414,0.3879781420765027,0.04734881690895247,0.023948162083072055,0.020696959603080753,0.01092896174863388,0.15300546448087432,0.007283703310030934,0.00798879346811018,0.00546448087431694,0.15846994535519127,4.382513661202186
145,HB/fs_541_1,1,9,1,52,0.173076923076923,0,145,/home/anna/.ssgetpy/MM/HB/fs_541_1/fs_541_1.mtx,541,541,4282,False,0.0,0.6826923076923077,0.0146405130500442,7.920517560073937,11,1.8661736058423184,7.11275415896488,1.8819710811495145,1,10,1.1135654885654886,0.3959815961701081,1,3,3848,7.914972273567468,0.014640513050044246,0.02033271719038817,0.0034494891050689805,0.013147419887180925,0.0034786896139547404,0.0018484288354898336,0.018484288354898338,0.0020583465592707737,0.0007319438006841185,0.0018484288354898336,0.005545286506469501,7.11275415896488
