ProblemId,ProblemName,conv0,it0,conv1,it1,relation,isEffective,id,path,rows,cols,nonzeros,posdef,nsym,psym,density,avg_nnz,max_nnz,std_nnz,avg_row_block_count,std_row_block_count,min_row_block_count,max_row_block_count,avg_row_block_size,std_row_block_size,min_row_block_size,max_row_block_size,block_count
36,HB/bcsstk14,0,1850,1,119,15.546218487395,1,36,/home/anna/.ssgetpy/MM/HB/bcsstk14/bcsstk14.mtx,1806,1806,63454,True,1.0,1.0,0.01945465404477998,35.135105204872644,48,9.549864306203219,6.853820598006645,2.6731726391977695,1,16,5.12635320730328,4.30583126370836,1,24,12378
37,HB/bcsstk15,1,3925,0,4000,0.98125,0,37,/home/anna/.ssgetpy/MM/HB/bcsstk15/bcsstk15.mtx,3948,3948,117816,True,1.0,1.0,0.007558750073139261,29.8419452887538,44,7.645040870651159,13.11144883485309,5.555717650321822,1,32,2.2760219457538056,1.84681184195406,1,22,51764
38,HB/bcsstk16,1,137,1,72,1.90277777777778,0,38,/home/anna/.ssgetpy/MM/HB/bcsstk16/bcsstk16.mtx,4884,4884,290378,True,1.0,1.0,0.012173414200441228,59.45495495495496,81,17.314567406960837,7.636568386568387,2.4210679887213487,1,15,7.785559160254176,3.3806863100813467,1,24,37297
42,HB/bcsstk20,1,189,0,150,1.26,0,42,/home/anna/.ssgetpy/MM/HB/bcsstk20/bcsstk20.mtx,485,485,3135,True,1.0,1.0,0.013327665001594219,6.463917525773196,11,2.359721526773795,3.5814432989690723,1.097356701952959,1,6,1.8048359240069085,0.9357110652354773,1,8,1737
43,HB/bcsstk21,1,916,0,3650,0.250958904109589,0,43,/home/anna/.ssgetpy/MM/HB/bcsstk21/bcsstk21.mtx,3600,3600,26600,True,1.0,1.0,0.002052469135802469,7.388888888888889,9,1.1283660206436605,6.7444444444444445,1.272452671995755,3,9,1.0955518945634266,0.29397573030569457,1,2,24280
44,HB/bcsstk22,0,150,1,82,1.82926829268293,1,44,/home/anna/.ssgetpy/MM/HB/bcsstk22/bcsstk22.mtx,138,138,696,True,1.0,1.0,0.036546943919344675,5.043478260869565,8,1.844967951559331,3.2028985507246377,0.723912680796648,1,4,1.5746606334841629,0.6760883618771012,1,6,442
46,HB/bcsstk24,0,3600,1,1639,2.19646125686394,1,46,/home/anna/.ssgetpy/MM/HB/bcsstk24/bcsstk24.mtx,3562,3562,159910,True,1.0,1.0,0.012603402122535554,44.893318360471646,57,11.486381617157045,3.5614823133071307,1.230237987661167,1,8,12.605234116348731,5.933302977527249,1,29,12686
48,HB/bcsstk26,0,1950,1,183,10.655737704918,1,48,/home/anna/.ssgetpy/MM/HB/bcsstk26/bcsstk26.mtx,1922,1922,30336,True,1.0,1.0,0.008212049319939666,15.783558792924037,33,5.693797877100476,7.197710718002081,2.4597562046778543,2,15,2.192858175509614,2.1818022982044503,1,19,13834
49,HB/bcsstk27,1,801,1,69,11.6086956521739,1,49,/home/anna/.ssgetpy/MM/HB/bcsstk27/bcsstk27.mtx,1224,1224,56126,True,1.0,1.0,0.037462888205391086,45.85457516339869,54,9.793293122284812,2.9754901960784315,0.3890501944806759,1,5,15.41076331685887,3.563709714567563,3,27,3642
50,HB/bcsstk28,1,445,0,92,4.83695652173913,0,50,/home/anna/.ssgetpy/MM/HB/bcsstk28/bcsstk28.mtx,4410,4410,219024,True,1.0,1.0,0.011261974177426073,49.66530612244898,94,9.681761517690227,4.01360544217687,1.445391744673841,1,12,12.374237288135593,6.338257313663024,2,42,17700
57,HB/bcsstm02,1,12,1,51,0.235294117647059,0,57,/home/anna/.ssgetpy/MM/HB/bcsstm02/bcsstm02.mtx,66,66,66,True,1.0,1.0,0.015151515151515152,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,66
58,HB/bcsstm03,1,32,0,0,0.0,0,58,/home/anna/.ssgetpy/MM/HB/bcsstm03/bcsstm03.mtx,112,112,72,False,1.0,1.0,0.008928571428571428,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,112
59,HB/bcsstm04,1,12,0,0,0.0,0,59,/home/anna/.ssgetpy/MM/HB/bcsstm04/bcsstm04.mtx,132,132,66,False,1.0,1.0,0.007575757575757576,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,132
60,HB/bcsstm05,1,16,1,51,0.313725490196078,0,60,/home/anna/.ssgetpy/MM/HB/bcsstm05/bcsstm05.mtx,153,153,153,True,1.0,1.0,0.006535947712418301,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,153
61,HB/bcsstm06,1,68,1,51,1.33333333333333,0,61,/home/anna/.ssgetpy/MM/HB/bcsstm06/bcsstm06.mtx,420,420,420,True,1.0,1.0,0.002380952380952381,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,420
62,HB/bcsstm07,1,230,1,59,3.89830508474576,0,62,/home/anna/.ssgetpy/MM/HB/bcsstm07/bcsstm07.mtx,420,420,7252,True,1.0,1.0,0.04111111111111111,17.266666666666666,26,6.062793111880062,6.161904761904762,2.1140068456158456,1,10,2.8021638330757344,2.3381709157529733,1,10,2588
63,HB/bcsstm08,1,19,1,51,0.372549019607843,0,63,/home/anna/.ssgetpy/MM/HB/bcsstm08/bcsstm08.mtx,1074,1074,1074,True,1.0,1.0,0.000931098696461825,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1074
64,HB/bcsstm09,1,2,1,51,0.0392156862745098,0,64,/home/anna/.ssgetpy/MM/HB/bcsstm09/bcsstm09.mtx,1083,1083,1083,True,1.0,1.0,0.0009233610341643582,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1083
66,HB/bcsstm11,1,20,1,51,0.392156862745098,0,66,/home/anna/.ssgetpy/MM/HB/bcsstm11/bcsstm11.mtx,1473,1473,1473,True,1.0,1.0,0.0006788866259334691,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1473
67,HB/bcsstm12,0,1500,1,61,24.5901639344262,1,67,/home/anna/.ssgetpy/MM/HB/bcsstm12/bcsstm12.mtx,1473,1473,19659,True,1.0,1.0,0.009060578533079476,13.34623217922607,22,5.16301942453602,7.965376782077393,1.9649395023043812,2,11,1.675530554845308,0.4681762748321387,1,2,11733
68,HB/bcsstm13,1,489,0,0,0.0,0,68,/home/anna/.ssgetpy/MM/HB/bcsstm13/bcsstm13.mtx,2003,2003,21181,False,1.0,1.0,0.005469329704893483,10.955067398901647,70,17.70494848499477,7.241138292561158,9.728170904062003,1,36,1.5128929950358523,1.0553356738870432,1,11,14504
69,HB/bcsstm19,1,245,1,51,4.80392156862745,0,69,/home/anna/.ssgetpy/MM/HB/bcsstm19/bcsstm19.mtx,817,817,817,True,1.0,1.0,0.0012239902080783353,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,817
70,HB/bcsstm20,1,199,1,51,3.90196078431373,0,70,/home/anna/.ssgetpy/MM/HB/bcsstm20/bcsstm20.mtx,485,485,485,True,1.0,1.0,0.002061855670103093,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,485
71,HB/bcsstm21,1,3,1,51,0.0588235294117647,0,71,/home/anna/.ssgetpy/MM/HB/bcsstm21/bcsstm21.mtx,3600,3600,3600,True,1.0,1.0,0.0002777777777777778,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,3600
72,HB/bcsstm22,1,41,1,51,0.803921568627451,0,72,/home/anna/.ssgetpy/MM/HB/bcsstm22/bcsstm22.mtx,138,138,138,True,1.0,1.0,0.007246376811594203,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,138
73,HB/bcsstm23,1,2001,1,51,39.2352941176471,1,73,/home/anna/.ssgetpy/MM/HB/bcsstm23/bcsstm23.mtx,3134,3134,3134,True,1.0,1.0,0.0003190810465858328,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,3134
74,HB/bcsstm24,1,1897,1,51,37.1960784313725,1,74,/home/anna/.ssgetpy/MM/HB/bcsstm24/bcsstm24.mtx,3562,3562,3562,True,1.0,1.0,0.00028074115665356543,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,3562
76,HB/bcsstm26,1,1699,1,51,33.3137254901961,1,76,/home/anna/.ssgetpy/MM/HB/bcsstm26/bcsstm26.mtx,1922,1922,1922,True,1.0,1.0,0.0005202913631633715,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1922
93,HB/can_144,1,55,0,0,0.0,0,93,/home/anna/.ssgetpy/MM/HB/can_144/can_144.mtx,144,144,1296,False,1.0,1.0,0.0625,9.0,15,3.0,3.0208333333333335,0.9893091725486471,2,4,2.9793103448275864,1.938605846432951,1,9,435
102,HB/can_61,1,48,0,0,0.0,0,102,/home/anna/.ssgetpy/MM/HB/can_61/can_61.mtx,61,61,557,False,1.0,1.0,0.14969094329481322,9.131147540983607,25,3.872879260332925,5.081967213114754,1.232019293643012,3,8,1.7967741935483872,1.2778469470085954,1,12,310
106,HB/can_73,1,40,0,0,0.0,0,106,/home/anna/.ssgetpy/MM/HB/can_73/can_73.mtx,73,73,377,False,1.0,1.0,0.0707449802964909,5.164383561643835,9,2.1645569550798553,3.1506849315068495,1.772477817367713,1,7,1.6391304347826088,1.015205753587519,1,9,230
109,HB/curtis54,1,48,0,0,0.0,0,109,/home/anna/.ssgetpy/MM/HB/curtis54/curtis54.mtx,54,54,291,False,0.9535864978902954,0.9535864978902954,0.09979423868312758,5.388888888888889,12,1.8897057057438833,2.6296296296296298,1.2516107591641332,1,6,2.0492957746478875,1.4306871430364332,1,7,142
141,HB/fs_183_1,1,9,0,56,0.160714285714286,0,141,/home/anna/.ssgetpy/MM/HB/fs_183_1/fs_183_1.mtx,183,183,998,False,0.0,0.417607223476298,0.03192092926035415,5.841530054644808,71,8.665412432759261,4.382513661202186,3.7875436073637787,2,28,1.332917705735661,1.4619492046641627,1,29,802
142,HB/fs_183_3,1,9,0,58,0.155172413793103,0,142,/home/anna/.ssgetpy/MM/HB/fs_183_3/fs_183_3.mtx,183,183,1069,False,0.0,0.417607223476298,0.03192092926035415,5.841530054644808,72,9.11505221564339,4.382513661202186,3.7875436073637787,2,28,1.332917705735661,1.4619492046641627,1,29,802
143,HB/fs_183_4,1,9,0,56,0.160714285714286,0,143,/home/anna/.ssgetpy/MM/HB/fs_183_4/fs_183_4.mtx,183,183,1069,False,0.0,0.417607223476298,0.03192092926035415,5.841530054644808,72,9.11505221564339,4.382513661202186,3.7875436073637787,2,28,1.332917705735661,1.4619492046641627,1,29,802
144,HB/fs_183_6,1,9,0,56,0.160714285714286,0,144,/home/anna/.ssgetpy/MM/HB/fs_183_6/fs_183_6.mtx,183,183,1000,False,0.0,0.417607223476298,0.03192092926035415,5.841530054644808,71,8.664833494338302,4.382513661202186,3.7875436073637787,2,28,1.332917705735661,1.4619492046641627,1,29,802
145,HB/fs_541_1,1,9,1,52,0.173076923076923,0,145,/home/anna/.ssgetpy/MM/HB/fs_541_1/fs_541_1.mtx,541,541,4282,False,0.0,0.6826923076923077,0.014640513050044246,7.920517560073937,11,1.8661736058423184,7.11275415896488,1.8819710811495145,1,10,1.1135654885654886,0.39598159617010814,1,3,3848
146,HB/fs_541_2,0,550,1,55,10.0,1,146,/home/anna/.ssgetpy/MM/HB/fs_541_2/fs_541_2.mtx,541,541,4282,False,0.0,0.6826923076923077,0.014640513050044246,7.920517560073937,11,1.8661736058423184,7.11275415896488,1.8819710811495145,1,10,1.1135654885654886,0.39598159617010814,1,3,3848
149,HB/fs_680_1,1,176,1,55,3.2,0,149,/home/anna/.ssgetpy/MM/HB/fs_680_1/fs_680_1.mtx,680,680,2184,False,0.0,0.5106815869786369,0.0057223183391003464,3.8911764705882352,8,1.960456835398374,3.210294117647059,1.1725587538123061,1,6,1.212093449381585,0.6131856742175698,1,3,2183
150,HB/fs_680_2,1,586,1,52,11.2692307692308,1,150,/home/anna/.ssgetpy/MM/HB/fs_680_2/fs_680_2.mtx,680,680,2424,False,0.0,0.5106815869786369,0.0057223183391003464,3.8911764705882352,8,2.1126902772561,3.210294117647059,1.1725587538123061,1,6,1.212093449381585,0.6131856742175698,1,3,2183
151,HB/fs_680_3,0,700,1,52,13.4615384615385,1,151,/home/anna/.ssgetpy/MM/HB/fs_680_3/fs_680_3.mtx,680,680,2471,False,0.0,0.5106815869786369,0.0057223183391003464,3.8911764705882352,8,2.1604132430215377,3.210294117647059,1.1725587538123061,1,6,1.212093449381585,0.6131856742175698,1,3,2183
152,HB/fs_760_1,1,39,1,52,0.75,0,152,/home/anna/.ssgetpy/MM/HB/fs_760_1/fs_760_1.mtx,760,760,5739,False,0.0,0.6510736196319018,0.010346260387811635,7.863157894736842,21,4.371257599997988,6.7631578947368425,4.698455572264458,2,21,1.1626459143968872,0.5387743721074046,1,3,5140
153,HB/fs_760_2,1,288,0,72,4.0,0,153,/home/anna/.ssgetpy/MM/HB/fs_760_2/fs_760_2.mtx,760,760,5739,False,0.0,0.6510736196319018,0.010346260387811635,7.863157894736842,21,4.371257599997988,6.7631578947368425,4.698455572264458,2,21,1.1626459143968872,0.5387743721074046,1,3,5140
154,HB/fs_760_3,1,292,0,850,0.343529411764706,0,154,/home/anna/.ssgetpy/MM/HB/fs_760_3/fs_760_3.mtx,760,760,5816,False,0.0,0.6510736196319018,0.010346260387811635,7.863157894736842,21,4.44502897048787,6.7631578947368425,4.698455572264458,2,21,1.1626459143968872,0.5387743721074046,1,3,5140
159,HB/gr_30_30,1,23,1,59,0.389830508474576,0,159,/home/anna/.ssgetpy/MM/HB/gr_30_30/gr_30_30.mtx,900,900,7744,True,1.0,1.0,0.009560493827160494,8.604444444444445,9,1.0366517802908781,2.933333333333333,0.2494438257849294,2,3,2.933333333333333,0.2494438257849294,2,3,2640
161,HB/gre_115,1,91,0,51,1.7843137254902,0,161,/home/anna/.ssgetpy/MM/HB/gre_115/gre_115.mtx,115,115,421,False,0.0,0.2549019607843137,0.031833648393194705,3.6608695652173915,7,0.9770136977522182,3.3391304347826085,1.0785413379974715,2,6,1.0963541666666667,0.29507633119692755,1,2,384
167,HB/hor_131,0,450,1,83,5.42168674698795,1,167,/home/anna/.ssgetpy/MM/HB/hor_131/hor_131.mtx,434,434,4182,False,0.3740661686232657,1.0,0.02500584000509673,10.852534562211982,32,3.8778822379386204,7.868663594470046,2.8028597249922074,2,26,1.3792093704245973,1.2356258590815759,1,14,3415
187,HB/jpwh_991,1,40,1,64,0.625,0,187,/home/anna/.ssgetpy/MM/HB/jpwh_991/jpwh_991.mtx,991,991,6027,False,0.9364575059571089,0.9364575059571089,0.006136968335605719,6.081735620585268,16,2.6037269365999145,5.893037336024218,2.528677489565381,1,15,1.0320205479452054,0.1927682961903697,1,3,5840
188,HB/lns_131,1,38,0,69,0.550724637681159,0,188,/home/anna/.ssgetpy/MM/HB/lns_131/lns_131.mtx,131,131,536,False,0.01886792452830189,0.7028301886792453,0.03123361109492454,4.091603053435114,11,3.462890249574965,2.8702290076335877,2.127238637850644,1,7,1.425531914893617,0.6878792834181792,1,3,376
192,HB/lnsp_131,1,38,0,0,0.0,0,192,/home/anna/.ssgetpy/MM/HB/lnsp_131/lnsp_131.mtx,131,131,536,False,0.01886792452830189,0.7028301886792453,0.03123361109492454,4.091603053435114,11,3.462890249574965,3.763358778625954,3.1352028826780427,1,11,1.0872210953346857,0.34077079107505076,1,3,493
206,HB/lund_a,0,150,1,63,2.38095238095238,1,206,/home/anna/.ssgetpy/MM/HB/lund_a/lund_a.mtx,147,147,2449,True,1.0,1.0,0.11333240779304919,16.65986394557823,21,4.396189751959154,2.877551020408163,0.3850604543696573,2,4,5.789598108747045,2.086925545130542,1,9,423
207,HB/lund_b,0,150,1,65,2.30769230769231,1,207,/home/anna/.ssgetpy/MM/HB/lund_b/lund_b.mtx,147,147,2441,True,1.0,1.0,0.11296219167939285,16.60544217687075,21,4.416354613228623,2.9183673469387754,0.44431716443014774,2,4,5.68997668997669,2.1043671428051036,1,9,429
212,HB/mcca,1,27,1,57,0.473684210526316,0,212,/home/anna/.ssgetpy/MM/HB/mcca/mcca.mtx,180,180,2659,False,0.0,0.6446147640177491,0.0820679012345679,14.772222222222222,60,16.360124475061497,6.2555555555555555,8.1070080946619,1,30,2.3614564831261102,1.2401968027546133,1,7,1126
213,HB/mcfe,0,800,1,58,13.7931034482759,1,213,/home/anna/.ssgetpy/MM/HB/mcfe/mcfe.mtx,765,765,24382,False,0.0,0.699411440911208,0.04166260839847922,31.8718954248366,81,16.911281215658295,12.488888888888889,12.411314443539512,1,40,2.5520200962947457,4.442131886057374,1,20,9554
219,HB/nos3,1,76,1,80,0.95,0,219,/home/anna/.ssgetpy/MM/HB/nos3/nos3.mtx,960,960,15844,True,1.0,1.0,0.017191840277777776,16.504166666666666,18,2.4533105467691794,3.271875,0.7839806445580572,2,7,5.044253422476918,1.5414106397567158,1,6,3141
220,HB/nos4,1,81,1,70,1.15714285714286,0,220,/home/anna/.ssgetpy/MM/HB/nos4/nos4.mtx,100,100,594,True,1.0,1.0,0.0594,5.94,7,1.4478950238190615,3.69,1.0458967444255671,2,5,1.6097560975609757,0.6941585107686685,1,3,369
221,HB/nos5,1,318,1,86,3.69767441860465,0,221,/home/anna/.ssgetpy/MM/HB/nos5/nos5.mtx,468,468,5172,True,1.0,1.0,0.02361385053692746,11.051282051282051,23,2.458531817614906,8.60897435897436,1.9011030916692824,5,14,1.2836932241250931,0.6111276080286889,1,8,4029
222,HB/nos6,1,650,1,68,9.55882352941176,0,222,/home/anna/.ssgetpy/MM/HB/nos6/nos6.mtx,675,675,3255,True,1.0,1.0,0.0071440329218107,4.822222222222222,5,0.4012326685615064,2.911111111111111,0.28458329944145994,2,3,1.6564885496183206,0.9227488999243711,1,3,1965
223,HB/nos7,1,75,1,62,1.20967741935484,0,223,/home/anna/.ssgetpy/MM/HB/nos7/nos7.mtx,729,729,4617,True,1.0,1.0,0.008687700045724738,6.333333333333333,7,0.7200822998230956,4.555555555555555,0.5879447357921311,3,5,1.3902439024390243,0.7611944650891334,1,3,3321
225,HB/orsirr_1,1,598,1,82,7.29268292682927,0,225,/home/anna/.ssgetpy/MM/HB/orsirr_1/orsirr_1.mtx,1030,1030,6858,False,0.4094028826355525,1.0,0.006464322744839287,6.658252427184466,13,1.1293545086390853,4.871844660194175,1.102108964687386,3,13,1.3666799521721802,0.7410027471904541,1,4,5018
226,HB/orsirr_2,1,230,1,80,2.875,0,226,/home/anna/.ssgetpy/MM/HB/orsirr_2/orsirr_2.mtx,886,886,5970,False,0.4118804091266719,1.0,0.00760513429367793,6.738148984198646,14,1.392194689888287,4.923250564334086,1.3127182344094823,2,13,1.3686382393397525,0.7462622298584864,1,4,4362
227,HB/orsreg_1,1,140,1,86,1.62790697674419,0,227,/home/anna/.ssgetpy/MM/HB/orsreg_1/orsreg_1.mtx,2205,2205,14133,False,0.4119718309859155,1.0,0.002906813519058417,6.40952380952381,7,0.6421336316585742,4.504761904761905,0.5711110228786648,3,5,1.4228329809725158,0.8035773659693893,1,3,9933
233,HB/pores_2,0,1250,1,125,10.0,1,233,/home/anna/.ssgetpy/MM/HB/pores_2/pores_2.mtx,1224,1224,9613,False,0.3914650137084277,0.6119918941470974,0.006416469093083857,7.853758169934641,16,1.562641552390305,5.400326797385621,1.406636891377395,3,15,1.4543116490166415,0.8939790293921291,1,6,6610
234,HB/pores_3,0,550,1,75,7.33333333333333,1,234,/home/anna/.ssgetpy/MM/HB/pores_3/pores_3.mtx,532,532,3474,False,0.3052345343303875,0.7423521414004078,0.0122745774209961,6.530075187969925,9,2.0170880881233284,3.236842105263158,0.9869047599157884,1,4,2.0174216027874565,1.213904478768874,1,4,1722
235,HB/psmigr_1,1,434,0,0,0.0,0,235,/home/anna/.ssgetpy/MM/HB/psmigr_1/psmigr_1.mtx,3140,3140,543160,False,0.01044772250019444,0.4786508697793794,0.05508965880968802,172.98152866242037,2294,191.64174449633813,126.73216560509555,112.62686230145393,3,711,1.3649378422321008,1.2670957267759857,1,106,397939
237,HB/psmigr_3,1,30,0,0,0.0,0,237,/home/anna/.ssgetpy/MM/HB/psmigr_3/psmigr_3.mtx,3140,3140,543160,False,0.0,0.4786508697793794,0.05508965880968802,172.98152866242037,2294,191.64174449633813,126.73216560509555,112.62686230145393,3,711,1.3649378422321008,1.2670957267759857,1,106,397939
239,HB/saylr1,1,185,1,67,2.76119402985075,0,239,/home/anna/.ssgetpy/MM/HB/saylr1/saylr1.mtx,238,238,1128,False,0.647191011235955,1.0,0.019913847892098015,4.739495798319328,5,0.4756629142213413,2.8823529411764706,0.3221897397089213,2,3,1.6443148688046647,0.9077033685245491,1,3,686
240,HB/saylr3,1,479,0,0,0.0,0,240,/home/anna/.ssgetpy/MM/HB/saylr3/saylr3.mtx,1000,1000,3750,False,1.0,1.0,0.00375,3.75,7,2.015812491279881,2.826,1.45730024360116,1,5,1.326963906581741,0.7093265424179842,1,3,2826
241,HB/saylr4,1,715,1,86,8.31395348837209,0,241,/home/anna/.ssgetpy/MM/HB/saylr4/saylr4.mtx,3564,3564,22316,False,1.0,1.0,0.0017568754007212667,6.261503928170595,7,0.7461608320987552,4.555555555555555,0.5665577237325317,3,5,1.3744764720374476,0.7439988639505866,1,3,16236
242,HB/sherman1,1,481,1,84,5.72619047619048,0,242,/home/anna/.ssgetpy/MM/HB/sherman1/sherman1.mtx,1000,1000,3750,False,1.0,1.0,0.00375,3.75,7,2.015812491279881,2.826,1.45730024360116,1,5,1.326963906581741,0.7093265424179842,1,3,2826
245,HB/sherman4,1,124,1,76,1.63157894736842,0,245,/home/anna/.ssgetpy/MM/HB/sherman4/sherman4.mtx,1104,1104,3786,False,0.0,1.0,0.0031062933207309388,3.4293478260869565,7,2.5292651469082554,2.5579710144927534,1.63695154967135,1,5,1.3406515580736544,0.7210643890059147,1,3,2824
246,HB/sherman5,0,3350,1,76,44.0789473684211,1,246,/home/anna/.ssgetpy/MM/HB/sherman5/sherman5.mtx,3312,3312,20793,False,0.1534237171786511,0.7386305131285396,0.0018955554680389274,6.278079710144928,21,6.744000925741329,2.501509661835749,1.6374239344809263,1,6,2.5097163548581776,2.1309135923100784,1,9,8285
251,HB/steam1,0,250,1,53,4.71698113207547,1,251,/home/anna/.ssgetpy/MM/HB/steam1/steam1.mtx,240,240,2248,False,0.2729083665338645,1.0,0.0653125,15.675,16,2.6392338955756753,3.8625,0.802242949486002,2,5,4.058252427184466,1.5692756520773674,3,9,927
252,HB/steam2,1,29,1,51,0.568627450980392,0,252,/home/anna/.ssgetpy/MM/HB/steam2/steam2.mtx,600,600,5660,False,0.1877470355731225,1.0,0.03822222222222222,22.933333333333334,17,4.525728916121935,4.226666666666667,0.6233957188032512,2,5,5.425867507886435,2.01845420321058,4,16,2536
253,HB/steam3,1,43,1,55,0.781818181818182,0,253,/home/anna/.ssgetpy/MM/HB/steam3/steam3.mtx,80,80,314,False,0.3247863247863248,1.0,0.145,11.6,6,2.078310612011592,2.0,0.0,2,2,5.8,1.9899748742132402,4,8,160
